ItemAnonimo,MesesObservados,MesesConDemandaPositiva,ProporcionCeros,DemandaMediaPositiva,VarianzaDemandaPositiva,ADI,CV2,Clasificacion,Elegible,MotivoNoElegibilidad,CostoTotalUSD
ITEM_4897,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.35
ITEM_4898,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.35
ITEM_4899,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",10.69
ITEM_4900,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.3
ITEM_4901,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.3
ITEM_4902,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.29
ITEM_4903,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.25
ITEM_4904,2,2,0.9667,1000.0,0.0,2.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",10.44
ITEM_4905,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",10.41
ITEM_4906,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.2
ITEM_4907,2,2,0.9667,1.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",9.6
ITEM_4908,2,2,0.9667,1.5,0.5,2.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",9.9
ITEM_4909,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.2
ITEM_4910,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.12
ITEM_4911,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.1
ITEM_4912,1,1,0.9833,300.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.04
ITEM_4913,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.01
ITEM_4914,2,2,0.9667,1.0,0.0,2.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",10.0
ITEM_4915,1,1,0.9833,100.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.0
ITEM_4916,2,2,0.9667,3.0,2.0,5.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",9.39
ITEM_4917,3,3,0.95,10.6667,81.3333,14.5,0.7148,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.9
ITEM_4918,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.0
ITEM_4919,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.0
ITEM_4920,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.86
ITEM_4921,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.85
ITEM_4922,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.84
ITEM_4923,1,1,0.9833,100.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",9.0
ITEM_4924,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.8
ITEM_4925,2,2,0.9667,16.0,128.0,4.0,0.5,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.76
ITEM_4926,2,2,0.9667,1.0,0.0,5.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.78
ITEM_4927,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.8
ITEM_4928,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.8
ITEM_4929,1,1,0.9833,16.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",12.16
ITEM_4930,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.76
ITEM_4931,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.74
ITEM_4932,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.72
ITEM_4933,1,1,0.9833,30.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.68
ITEM_4934,2,2,0.9667,8.0,32.0,10.0,0.5,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.24
ITEM_4935,5,5,0.9167,6.6,10.8,13.25,0.2479,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",13.6
ITEM_4936,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.52
ITEM_4937,3,3,0.95,1.6667,1.3333,14.5,0.48,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.5
ITEM_4938,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.5
ITEM_4939,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.5
ITEM_4940,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4941,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4942,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4943,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4944,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4945,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4946,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4947,1,1,0.9833,200.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4948,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.48
ITEM_4949,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",8.92
ITEM_4950,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.45
ITEM_4951,2,2,0.9667,3.0,2.0,5.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.66
ITEM_4952,2,2,0.9667,20.0,200.0,2.0,0.5,Lumpy,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.92
ITEM_4953,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.4
ITEM_4954,3,3,0.95,3.6667,0.3333,6.5,0.0248,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",11.4
ITEM_4955,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.26
ITEM_4956,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.26
ITEM_4957,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.25
ITEM_4958,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.25
ITEM_4959,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.23
ITEM_4960,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.2
ITEM_4961,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.2
ITEM_4962,1,1,0.9833,12.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.2
ITEM_4963,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.19
ITEM_4964,1,1,0.9833,15.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.05
ITEM_4965,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.02
ITEM_4966,1,1,0.9833,50.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.0
ITEM_4967,4,4,0.9333,74.75,2116.9167,7.6667,0.3789,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",8.39
ITEM_4968,1,1,0.9833,40.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.0
ITEM_4969,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.98
ITEM_4970,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.98
ITEM_4971,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.94
ITEM_4972,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.93
ITEM_4973,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.9
ITEM_4974,1,1,0.9833,20.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.06
ITEM_4975,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.76
ITEM_4976,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.01
ITEM_4977,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.73
ITEM_4978,7,7,0.8833,9.0,15.0,6.1667,0.1852,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",19.74
ITEM_4979,1,1,0.9833,4.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.68
ITEM_4980,1,1,0.9833,80.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.68
ITEM_4981,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",7.29
ITEM_4982,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.63
ITEM_4983,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.6
ITEM_4984,3,3,0.95,5.0,3.0,11.5,0.12,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",8.11
ITEM_4985,2,2,0.9667,24.5,0.5,4.0,0.0008,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.2
ITEM_4986,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.6
ITEM_4987,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.6
ITEM_4988,1,1,0.9833,550.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.58
ITEM_4989,2,2,0.9667,1.0,0.0,12.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.5
ITEM_4990,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.5
ITEM_4991,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.5
ITEM_4992,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.47
ITEM_4993,4,4,0.9333,10.75,14.25,8.3333,0.1233,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",9.68
ITEM_4994,2,2,0.9667,3.0,2.0,2.0,0.2222,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.18
ITEM_4995,1,1,0.9833,40.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.38
ITEM_4996,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.1
ITEM_4997,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.6
ITEM_4998,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.02
ITEM_4999,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.2
ITEM_5000,1,1,0.9833,8.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.39
ITEM_5001,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.18
ITEM_5003,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.14
ITEM_5004,2,2,0.9667,1.0,0.0,16.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",6.09
ITEM_5005,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.12
ITEM_5006,7,7,0.8833,99.8571,3150.1429,6.3333,0.3159,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",11.85
ITEM_5007,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.06
ITEM_5008,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.06
ITEM_5009,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.06
ITEM_5010,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.05
ITEM_5011,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.02
ITEM_5012,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.02
ITEM_5013,1,1,0.9833,6.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.0
ITEM_5014,2,2,0.9667,2.0,0.0,19.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.5
ITEM_5015,1,1,0.9833,10.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.0
ITEM_5016,2,2,0.9667,1.0,0.0,5.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",5.48
ITEM_5017,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.94
ITEM_5018,1,1,0.9833,3.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.91
ITEM_5019,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.91
ITEM_5020,1,1,0.9833,25.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.88
ITEM_5021,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.87
ITEM_5022,2,2,0.9667,1.0,0.0,18.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",3.88
ITEM_5023,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.8
ITEM_5024,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.8
ITEM_5025,2,2,0.9667,5.0,2.0,4.0,0.08,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.7
ITEM_5026,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.7
ITEM_5027,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.7
ITEM_5028,1,1,0.9833,2.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.7
ITEM_5029,2,2,0.9667,2.0,0.0,3.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",4.05
ITEM_5030,1,1,0.9833,1.0,0.0,60.0,0.0,Intermitente,False,"Meses observados o demandas positivas insuficientes para conformar entrenamiento y prueba (umbral operativo: 15 meses observados, 4 demandas positivas).",2.68
